Title;Year;Directors;Rating10;WatchedDate
La Cité de la peur;1994;Alain Berbérian;#NOMBRE!;01/01/1970
The Incredibles;2004;Brad Bird;#NOMBRE!;01/01/1970
Finding Nemo;2003;Andrew Stanton Lee Unkrich;#NOMBRE!;01/01/1970
Wall-E;2008;Andrew Stanton;#NOMBRE!;01/01/1970
Toy Story 3;2010;Lee Unkrich;#NOMBRE!;01/01/1970
Drive;2011;Nicolas Winding Refn;#NOMBRE!;01/01/1970
Bound;1996;Lilly Wachowski Lana Wachowski;#NOMBRE!;01/01/1970
The Matrix;1999;Lilly Wachowski Lana Wachowski;#NOMBRE!;01/01/1970
Speed Racer;2008;Lilly Wachowski Lana Wachowski;#NOMBRE!;01/01/1970
Batman Begins;2005;Christopher Nolan;#NOMBRE!;01/01/1970
The Prestige;2006;Christopher Nolan;#NOMBRE!;01/01/1970
The Dark Knight Rises;2012;Christopher Nolan;#NOMBRE!;01/01/1970
The Man in the Iron Mask;1998;Randall Wallace;#NOMBRE!;01/01/1970
Body of Lies;2008;Ridley Scott;#NOMBRE!;01/01/1970
Revolutionary Road;2008;Sam Mendes;#NOMBRE!;01/01/1970
The Great Gatsby;2013;Baz Luhrmann;#NOMBRE!;01/01/1970
Titanic;1997;James Cameron;#NOMBRE!;01/01/1970
Gangs of New York;2002;Martin Scorsese;#NOMBRE!;01/01/1970
Inception;2010;Christopher Nolan;#NOMBRE!;01/01/1970
The Aviator;2004;Martin Scorsese;#NOMBRE!;01/01/1970
Django Unchained;2012;Quentin Tarantino;#NOMBRE!;01/01/1970
Catch Me if You Can;2002;Steven Spielberg;#NOMBRE!;01/01/1970
Shutter Island;2010;Martin Scorsese;#NOMBRE!;01/01/1970
The Departed;2006;Martin Scorsese;#NOMBRE!;01/01/1970
The Wolf of Wall Street;2013;Martin Scorsese;#NOMBRE!;01/01/1970
A Dangerous Method;2011;David Cronenberg;#NOMBRE!;01/01/1970
Bringing Out the Dead;1999;Martin Scorsese;#NOMBRE!;01/01/1970
La Maladie de Sachs;1999;Michel Deville;#NOMBRE!;01/01/1970
The Rules of Attraction;2002;Roger Avary;#NOMBRE!;01/01/1970
Elephant;2003;Gus Van Sant;#NOMBRE!;01/01/1970
Crash;2005;Paul Haggis;#NOMBRE!;01/01/1970
Babel;2006;Alejandro González Iñárritu;#NOMBRE!;01/01/1970
Cloud Atlas;2012;Lilly Wachowski Lana Wachowski Tom Tykwer;#NOMBRE!;01/01/1970
Sin City;2005;Robert Rodriguez Frank Miller Quentin Tarantino;#NOMBRE!;01/01/1970
Magnolia;1999;Paul Thomas Anderson;#NOMBRE!;01/01/1970
Le Dîner de cons;1998;Francis Veber;#NOMBRE!;01/01/1970
The Ninth Gate;1999;Roman Polanski;#NOMBRE!;01/01/1970
Carnage;2011;Roman Polanski;#NOMBRE!;01/01/1970
Pirates;1986;Roman Polanski;#NOMBRE!;01/01/1970
The Ghost Writer;2010;Roman Polanski;#NOMBRE!;01/01/1970
Death and the Maiden;1994;Roman Polanski;#NOMBRE!;01/01/1970
Rosemary's Baby;1968;Roman Polanski;#NOMBRE!;01/01/1970
The Virgin Suicides;1999;Sofia Coppola;#NOMBRE!;01/01/1970
Lost in Translation;2003;Sofia Coppola;#NOMBRE!;01/01/1970
Marie-Antoinette;2006;Sofia Coppola;#NOMBRE!;01/01/1970
Somewhere;2010;Sofia Coppola;#NOMBRE!;01/01/1970
J'ai tué ma mère;2009;Xavier Dolan;#NOMBRE!;01/01/1970
Les Amours imaginaires;2010;Xavier Dolan;#NOMBRE!;01/01/1970
Non-Stop;2014;Jaume Collet-Serra;#NOMBRE!;01/01/1970
La Crème de la crème;2014;Kim Chapiron;#NOMBRE!;01/01/1970
Babysitting;2014;Nicolas Benamou Philippe Lacheau;#NOMBRE!;01/01/1970
Begin Again;2014;John Carney;#NOMBRE!;01/01/1970
Astérix - Le Domaine des Dieux;2014;Louis Clichy Alexandre Astier;#NOMBRE!;01/01/1970
Wish I Was Here;2014;Zach Braff;#NOMBRE!;01/01/1970
Qu'est-ce qu'on a fait au Bon Dieu ?;2014;Philippe de Chauveron;#NOMBRE!;01/01/1970
The Amazing Spider-Man 2;2014;Marc Webb;#NOMBRE!;01/01/1970
Divergent;2014;Neil Burger;#NOMBRE!;01/01/1970
Tom à la ferme;2014;Xavier Dolan;#NOMBRE!;01/01/1970
Godzilla;2014;Gareth Edwards;#NOMBRE!;01/01/1970
American Hustle;2013;David O. Russell;#NOMBRE!;01/01/1970
Captain America: The Winter Soldier;2014;Anthony Russo Joe Russo;#NOMBRE!;01/01/1970
Dawn of the Planet of the Apes;2014;Matt Reeves;#NOMBRE!;01/01/1970
X-Men: Days of Future Past;2014;Bryan Singer;#NOMBRE!;01/01/1970
The Secret Life of Walter Mitty;2013;Ben Stiller;#NOMBRE!;01/01/1970
The LEGO Movie;2014;Phil Lord Christopher Miller;#NOMBRE!;01/01/1970
Guardians of the Galaxy;2014;James Gunn;#NOMBRE!;01/01/1970
Interstellar;2014;Christopher Nolan;#NOMBRE!;01/01/1970
Her;2013;Spike Jonze;#NOMBRE!;01/01/1970
Sur mes lèvres;2001;Jacques Audiard;#NOMBRE!;01/01/1970
Gladiator;2000;Ridley Scott;#NOMBRE!;01/01/1970
The Way Back;2010;Peter Weir;#NOMBRE!;01/01/1970
Moon;2009;Duncan Jones;#NOMBRE!;01/01/1970
Duel;1971;Steven Spielberg;#NOMBRE!;01/01/1970
The Rock;1996;Michael Bay;#NOMBRE!;01/01/1970
Toy Story;1995;John Lasseter;#NOMBRE!;01/01/1970
Rollerball;1975;Norman Jewison;#NOMBRE!;01/01/1970
Only God Forgives;2013;Nicolas Winding Refn;#NOMBRE!;01/01/1970
Mission: Impossible;1996;Brian De Palma;#NOMBRE!;01/01/1970
Heat;1995;Michael Mann;#NOMBRE!;01/01/1970
Escape from L.A.;1996;John Carpenter;#NOMBRE!;01/01/1970
Casino;1995;Martin Scorsese;#NOMBRE!;01/01/1970
Time Bandits;1981;Terry Gilliam;#NOMBRE!;01/01/1970
Monty Python's The Meaning of Life;1983;Terry Gilliam Terry Jones;#NOMBRE!;01/01/1970
Brazil;1985;Terry Gilliam;#NOMBRE!;01/01/1970
The Adventures of Baron Münchausen;1988;Terry Gilliam;#NOMBRE!;01/01/1970
Twelve Monkeys;1995;Terry Gilliam;#NOMBRE!;01/01/1970
Fear and Loathing in Las Vegas;1998;Terry Gilliam;#NOMBRE!;01/01/1970
Shallow Grave;1995;Danny Boyle;#NOMBRE!;01/01/1970
Trainspotting;1996;Danny Boyle;#NOMBRE!;01/01/1970
A Life Less Ordinary;1997;Danny Boyle;#NOMBRE!;01/01/1970
The Beach;2000;Danny Boyle;#NOMBRE!;01/01/1970
28 Days Later;2002;Danny Boyle;#NOMBRE!;01/01/1970
Slumdog Millionaire;2008;Danny Boyle Loveleen Tandan;#NOMBRE!;01/01/1970
127 Hours;2010;Danny Boyle;#NOMBRE!;01/01/1970
Trance;2013;Danny Boyle;#NOMBRE!;01/01/1970
Everything You Always Wanted to Know about Sex but Were Afraid to Ask;1972;Woody Allen;#NOMBRE!;01/01/1970
Sleeper;1973;Woody Allen;#NOMBRE!;01/01/1970
Radio Days;1987;Woody Allen;#NOMBRE!;01/01/1970
Mighty Aphrodite;1995;Woody Allen;#NOMBRE!;01/01/1970
Everyone Says I Love You;1996;Woody Allen;#NOMBRE!;01/01/1970
Celebrity;1998;Woody Allen;#NOMBRE!;01/01/1970
Sweet and Lowdown;1999;Woody Allen;#NOMBRE!;01/01/1970
Small Time Crooks;2000;Woody Allen;#NOMBRE!;01/01/1970
The Curse of the Jade Scorpion;2001;Woody Allen;#NOMBRE!;01/01/1970
Vicky Cristina Barcelona;2008;Woody Allen;#NOMBRE!;01/01/1970
To Rome with Love;2012;Woody Allen;#NOMBRE!;01/01/1970
Magic in the Moonlight;2014;Woody Allen;#NOMBRE!;01/01/1970
Manhattan;1979;Woody Allen;#NOMBRE!;01/01/1970
Manhattan Murder Mystery;1993;Woody Allen;#NOMBRE!;01/01/1970
Zelig;1983;Woody Allen;#NOMBRE!;01/01/1970
Scoop;2006;Woody Allen;#NOMBRE!;01/01/1970
Whatever Works;2009;Woody Allen;#NOMBRE!;01/01/1970
Annie Hall;1977;Woody Allen;#NOMBRE!;01/01/1970
Appleseed;2004;Shinji Aramaki Masamune Shirow;#NOMBRE!;01/01/1970
Doragon Bôru Zetto: Moetsukiro!! Nessen Ressen Chô-Gekisen;1993;Shigeyasu Yamauchi;#NOMBRE!;01/01/1970
Street Fighter II gekijô-ban;1994;Gisabur? Sugii;#NOMBRE!;01/01/1970
Buraddo Za Rasuto Vanpaia;2000;Hiroyuki Kitakubo;#NOMBRE!;01/01/1970
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem;2003;Kazuhisa Takenouchi Hirotoshi Rissen Daisuke Nishio;#NOMBRE!;01/01/1970
Neko no ongaeshi;2002;Hiroyuki Morita;#NOMBRE!;01/01/1970
Kidô keisatsu patorebâ: Gekijô-ban;1989;Mamoru Oshii;#NOMBRE!;01/01/1970
H?hokekyo tonari no Yamada-kun;1999;Isao Takahata;#NOMBRE!;01/01/1970
Memorîzu;1995;Koji Morimoto Tensai Okamura Katsuhiro Ôtomo;#NOMBRE!;01/01/1970
Ôritsu Uchû-gun: Oneamisu no Tsubasa;1987;Hiroyuki Yamaga;#NOMBRE!;01/01/1970
Suchîmubôi;2004;Katsuhiro Ôtomo;#NOMBRE!;01/01/1970
Kidô keisatsu patorebâ: The Movie 2;1993;Mamoru Oshii;#NOMBRE!;01/01/1970
Metoroporisu;2001;Rintarô;#NOMBRE!;01/01/1970
Shin Seiki Evangelion Gekijô-Ban : Airmagokoro Wo Kimi Ni;1997;Hideaki Anno Kazuya Tsurumaki;#NOMBRE!;01/01/1970
Inosensu;2004;Mamoru Oshii;#NOMBRE!;01/01/1970
Sennen joyû;2002;Satoshi Kon;#NOMBRE!;01/01/1970
Jin-Rô;2000;Hiroyuki Okiura;#NOMBRE!;01/01/1970
Perfect Blue;1998;Satoshi Kon;#NOMBRE!;01/01/1970
Papurika;2006;Satoshi Kon;#NOMBRE!;01/01/1970
Kôkaku kidôtai;1995;Mamoru Oshii;#NOMBRE!;01/01/1970
Tasogare Seibei;2002;Yôji Yamada;#NOMBRE!;01/01/1970
Shurayukihime;1973;Toshiya Fujita;#NOMBRE!;01/01/1970
Goyôkin;1969;Hideo Gosha;#NOMBRE!;01/01/1970
Heisei tanuki gassen pompoko;1994;Isao Takahata;#NOMBRE!;01/01/1970
Majo no takky?bin;1989;Hayao Miyazaki;#NOMBRE!;01/01/1970
Kaze no tani no Naushika;1984;Hayao Miyazaki;#NOMBRE!;01/01/1970
Kurenai no Buta;1992;Hayao Miyazaki;#NOMBRE!;01/01/1970
Tenkû no shiro Rapyuta;1986;Hayao Miyazaki;#NOMBRE!;01/01/1970
Tonari no Totoro;1988;Hayao Miyazaki;#NOMBRE!;01/01/1970
Turks Fruit;1973;Paul Verhoeven;#NOMBRE!;01/01/1970
RoboCop;1987;Paul Verhoeven;#NOMBRE!;01/01/1970
Total Recall;1990;Paul Verhoeven;#NOMBRE!;01/01/1970
Three Kings;1999;David O. Russell;#NOMBRE!;01/01/1970
Starship Troopers;1997;Paul Verhoeven;#NOMBRE!;01/01/1970
Good Morning Vietnam;1987;Barry Levinson;#NOMBRE!;01/01/1970
Empire of the Sun;1987;Steven Spielberg;#NOMBRE!;01/01/1970
La vita è bella;1997;Roberto Benigni;#NOMBRE!;01/01/1970
Le Vieux Fusil;1975;Robert Enrico;#NOMBRE!;01/01/1970
La Grande Vadrouille;1966;Gérard Oury;#NOMBRE!;01/01/1970
Born on the Fourth of July;1989;Oliver Stone;#NOMBRE!;01/01/1970
Paris brûle-t-il ?;1966;René Clément;#NOMBRE!;01/01/1970
The Pianist;2002;Roman Polanski;#NOMBRE!;01/01/1970
Inglourious Basterds;2009;Quentin Tarantino;#NOMBRE!;01/01/1970
Lone Survivor;2013;Peter Berg;#NOMBRE!;01/01/1970
M.A.S.H.;1970;Robert Altman;#NOMBRE!;01/01/1970
Flags of Our Fathers;2006;Clint Eastwood;#NOMBRE!;01/01/1970
Jarhead;2005;Sam Mendes;#NOMBRE!;01/01/1970
Enemy at the Gates;2001;Jean-Jacques Annaud;#NOMBRE!;01/01/1970
The Great Escape;1963;John Sturges;#NOMBRE!;01/01/1970
Black Hawk Down;2002;Ridley Scott;#NOMBRE!;01/01/1970
Saving Private Ryan;1998;Steven Spielberg;#NOMBRE!;01/01/1970
Platoon;1986;Oliver Stone;#NOMBRE!;01/01/1970
The Thin Red Line;1998;Terrence Malick;#NOMBRE!;01/01/1970
Shi mian mai fu;2004;Zh?ng Yì-Móu;#NOMBRE!;01/01/1970
Ying xiong;2002;Zh?ng Yì-Móu;#NOMBRE!;01/01/1970
Snowpiercer;2013;Bong Joon-Ho;#NOMBRE!;01/01/1970
Juyuso Seubgyuksageun;1999;Kim Sang-Jin;#NOMBRE!;01/01/1970
Nabbeun Namja;2002;Kim Ki-Duk Cho Chang-Ho;#NOMBRE!;01/01/1970
Ssaibogeujiman Gwaenchanha;2006;Park Chan-Wook;#NOMBRE!;01/01/1970
Nae Meorisokui Jiwoogae;2004;John H. Lee;#NOMBRE!;01/01/1970
Kim Bok-Nam Salinsageonui Jeonmal;2010;Jang Cheol-Soo;#NOMBRE!;01/01/1970
Bakjwi;2009;Park Chan-Wook;#NOMBRE!;01/01/1970
Taegukgi;2004;Kang Je-Gyu;#NOMBRE!;01/01/1970
Joheunnom Nabbeunnom Isanghannom;2008;Kim Jee-Woon;#NOMBRE!;01/01/1970
Binjip;2004;Kim Ki-Duk;#NOMBRE!;01/01/1970
Gwoemul;2006;Bong Joon-Ho;#NOMBRE!;01/01/1970
Chinjeolhan Geumjassi;2005;Park Chan-Wook;#NOMBRE!;01/01/1970
Boksuneun Naui Geot;2002;Park Chan-Wook;#NOMBRE!;01/01/1970
Akmareul Boattda;2010;Kim Jee-Woon;#NOMBRE!;01/01/1970
Gongdonggyeongbiguyeok JSA;2000;Park Chan-Wook;#NOMBRE!;01/01/1970
Kozure Ôkami: Kowokashi udekashi tsukamatsuru;1972;Kenji Misumi;#NOMBRE!;01/01/1970
Dai-bosatsu tôge;1966;Kihachi Okamoto;#NOMBRE!;01/01/1970
Tetsuo;1989;Shinya Tsukamoto;#NOMBRE!;01/01/1970
Gojira;1954;Ishirô Honda;#NOMBRE!;01/01/1970
Ugetsu monogatari;1953;Kenji Mizoguchi;#NOMBRE!;01/01/1970
Låt den rätte komma in;2008;Tomas Alfredson;#NOMBRE!;01/01/1970
The Hunger Games;2012;Gary Ross;#NOMBRE!;01/01/1970
1984;1984;Michael Radford;#NOMBRE!;01/01/1970
The Hobbit: An Unexpected Journey;2012;Peter Jackson;#NOMBRE!;01/01/1970
L.A. Confidential;1997;Curtis Hanson;#NOMBRE!;01/01/1970
The Road;2009;John Hillcoat;#NOMBRE!;01/01/1970
Carrie;1976;Brian De Palma;#NOMBRE!;01/01/1970
The Green Mile;1999;Frank Darabont;#NOMBRE!;01/01/1970
The Name of the Rose;1986;Jean-Jacques Annaud;#NOMBRE!;01/01/1970
The Silence of the Lambs;1991;Jonathan Demme;#NOMBRE!;01/01/1970
Män som hatar kvinnor;2009;Niels Arden Oplev;#NOMBRE!;01/01/1970
The Lord of the Rings: The Two Towers;2002;Peter Jackson;#NOMBRE!;01/01/1970
Misery;1990;Rob Reiner;#NOMBRE!;01/01/1970
The Lord of the Rings: The Fellowship of the Ring;2001;Peter Jackson;#NOMBRE!;01/01/1970
Planet of the Apes;1968;Franklin J. Schaffner;#NOMBRE!;01/01/1970
Requiem for a Dream;2000;Darren Aronofsky;#NOMBRE!;01/01/1970
The Fountain;2006;Darren Aronofsky;#NOMBRE!;01/01/1970
The Wrestler;2008;Darren Aronofsky;#NOMBRE!;01/01/1970
Black Swan;2010;Darren Aronofsky;#NOMBRE!;01/01/1970
Noah;2014;Darren Aronofsky;#NOMBRE!;01/01/1970
The Game;1997;David Fincher;#NOMBRE!;01/01/1970
Panic Room;2002;David Fincher;#NOMBRE!;01/01/1970
Lords of Dogtown;2005;Catherine Hardwicke;#NOMBRE!;01/01/1970
The Girl with the Dragon Tattoo;2011;David Fincher;#NOMBRE!;01/01/1970
Gone Girl;2014;David Fincher;#NOMBRE!;01/01/1970
The Curious Case of Benjamin Button;2008;David Fincher;#NOMBRE!;01/01/1970
Jurassic Park;1993;Steven Spielberg;#NOMBRE!;01/01/1970
Die bian;1979;Tsui Hark;#NOMBRE!;01/01/1970
Di yu wu men;1980;Tsui Hark;#NOMBRE!;01/01/1970
Ying hung boon sik III jik yeung ji gor;1989;Tsui Hark;#NOMBRE!;01/01/1970
Siu ngo gong woo;1990;King Hu Tsui Hark Ching Siu-Tung Raymond Lee Wai-Man Ann Hui Andrew Kam;#NOMBRE!;01/01/1970
Sien lui yau wan III: Dou dou dou;1991;Ching Siu-Tung;#NOMBRE!;01/01/1970
Wong Fei Hung;1991;Tsui Hark;#NOMBRE!;01/01/1970
Wong Fei Hung II: Nam yee tung chi keung;1992;Tsui Hark;#NOMBRE!;01/01/1970
San lung moon hak chan;1992;Ching Siu-Tung Tsui Hark Raymond Lee Wai-Man;#NOMBRE!;01/01/1970
Wong Fei Hung III: Si wong jaang ba;1993;Tsui Hark;#NOMBRE!;01/01/1970
Ching se;1993;Tsui Hark;#NOMBRE!;01/01/1970
Leung juk;1994;Tsui Hark;#NOMBRE!;01/01/1970
Wong Fei Hung chi neung: Lung shing chim pa;1994;Tsui Hark;#NOMBRE!;01/01/1970
Gam yuk moon tong;1995;Tsui Hark;#NOMBRE!;01/01/1970
Dao;1995;Tsui Hark;#NOMBRE!;01/01/1970
Wong Fei Hung VI: Sai wik hung see;1997;Sammo Hung;#NOMBRE!;01/01/1970
Shu shan zheng zhuan;2001;Tsui Hark;#NOMBRE!;01/01/1970
Chat gim;2005;Tsui Hark;#NOMBRE!;01/01/1970
Nv Ren Bu Huai;2008;Tsui Hark;#NOMBRE!;01/01/1970
Di Renjie: Tong tian di guo;2010;Tsui Hark;#NOMBRE!;01/01/1970
Long men fei jia;2011;Tsui Hark;#NOMBRE!;01/01/1970
Ying hung boon sik;1986;John Woo;#NOMBRE!;01/01/1970
Ying hung boon sik II;1987;John Woo Tsui Hark;#NOMBRE!;01/01/1970
Chik wang sei hoi;1991;John Woo;#NOMBRE!;01/01/1970
Dip huet gai tau;1990;John Woo;#NOMBRE!;01/01/1970
Hard Target;1993;John Woo;#NOMBRE!;01/01/1970
Broken Arrow;1996;John Woo;#NOMBRE!;01/01/1970
FaceOff;1997;John Woo;#NOMBRE!;01/01/1970
Mission: Impossible II;2000;John Woo;#NOMBRE!;01/01/1970
Paycheck;2003;John Woo;#NOMBRE!;01/01/1970
Chi Bi;2008;John Woo;#NOMBRE!;01/01/1970
Jianyu;2010;Su Chao-Pin John Woo;#NOMBRE!;01/01/1970
Maai hung paak yan;2001;Pang Ho-Cheung;#NOMBRE!;01/01/1970
Daai cheung foo;2003;Pang Ho-Cheung;#NOMBRE!;01/01/1970
Beyond Our Ken;2004;Pang Ho-Cheung;7;01/01/1970
Qing chun meng gong chang;2005;Pang Ho-Cheung;#NOMBRE!;01/01/1970
Chi ming yu chun giu;2010;Pang Ho-Cheung;#NOMBRE!;01/01/1970
Wai dor lei ah yut ho;2010;Pang Ho-Cheung;#NOMBRE!;01/01/1970
Aau chin 2;2001;Law Wing-Cheong Johnnie To;#NOMBRE!;01/01/1970
Seng fat dak ging;1988;Andrew Kam Johnnie To Tsui Hark;#NOMBRE!;01/01/1970
Am zin;1999;Johnnie To;#NOMBRE!;01/01/1970
Chuen jik sat sau;2001;Johnnie To Wai Ka-Fai Law Wing-Cheong;#NOMBRE!;01/01/1970
Daai chek liu;2003;Johnnie To Wai Ka-Fai Law Wing-Cheong;#NOMBRE!;01/01/1970
Daai si gin;2004;Johnnie To Law Wing-Cheong;#NOMBRE!;01/01/1970
PTU;2003;Johnnie To Law Wing-Cheong;#NOMBRE!;01/01/1970
Hak se wui;2005;Johnnie To;#NOMBRE!;01/01/1970
Hak se wui yi wo wai kwai;2006;Johnnie To;#NOMBRE!;01/01/1970
Fong juk;2006;Johnnie To Law Wing-Cheong;#NOMBRE!;01/01/1970
Man jeuk;2008;Johnnie To;#NOMBRE!;01/01/1970
Fuk sau;2009;Johnnie To;#NOMBRE!;01/01/1970
Merry Christmas Mr Lawrence;1983;Nagisa ?shima;#NOMBRE!;01/01/1970
Tokyo Eyes;1998;Jean-Pierre Limosin;#NOMBRE!;01/01/1970
Gohatto;1999;Nagisa ?shima;#NOMBRE!;01/01/1970
Batoru rowaiaru;2000;Kinji Fukasaku;#NOMBRE!;01/01/1970
Batoru rowaiaru II: Chinkonka;2003;Kenta Fukasaku Kinji Fukasaku;#NOMBRE!;01/01/1970
Hana-bi;1997;Takeshi Kitano;#NOMBRE!;01/01/1970
Ano natsu ichiban shizukana umi;1991;Takeshi Kitano;#NOMBRE!;01/01/1970
Kikujirô no natsu;1999;Takeshi Kitano;#NOMBRE!;01/01/1970
Brother;2000;Takeshi Kitano;#NOMBRE!;01/01/1970
Minnâ-yatteruka!;1995;Takeshi Kitano;#NOMBRE!;01/01/1970
Dôruzu;2002;Takeshi Kitano;#NOMBRE!;01/01/1970
Takeshis';2005;Takeshi Kitano;#NOMBRE!;01/01/1970
Kantoku · Banzai!;2007;Takeshi Kitano;#NOMBRE!;01/01/1970
Akiresu to kame;2008;Takeshi Kitano;#NOMBRE!;01/01/1970
Spartacus;1960;Stanley Kubrick;#NOMBRE!;01/01/1970
Room 237;2012;Rodney Ascher;#NOMBRE!;01/01/1970
Donzoko;1957;Akira Kurosawa;#NOMBRE!;01/01/1970
Yojimbo;1961;Akira Kurosawa;#NOMBRE!;01/01/1970
Kagemusha;1980;Akira Kurosawa;#NOMBRE!;01/01/1970
Le Salaire de la peur;1953;Henri-Georges Clouzot;#NOMBRE!;01/01/1970
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964;Stanley Kubrick;#NOMBRE!;01/01/1970
The Lord of the Rings: The Return of the King;2003;Peter Jackson;#NOMBRE!;01/01/1970
Schindler's List;1993;Steven Spielberg;#NOMBRE!;01/01/1970
The Dark Knight;2008;Christopher Nolan;#NOMBRE!;01/01/1970
Nuit et Brouillard;1956;Alain Resnais;#NOMBRE!;01/01/1970
The Thing;1982;John Carpenter;#NOMBRE!;01/01/1970
Mommy;2014;Xavier Dolan;#NOMBRE!;01/01/1970
Full Metal Jacket;1987;Stanley Kubrick;#NOMBRE!;01/01/1970
Taxi Driver;1976;Martin Scorsese;#NOMBRE!;01/01/1970
The Shawshank Redemption;1994;Frank Darabont;#NOMBRE!;01/01/1970
Back to the Future;1985;Robert Zemeckis;#NOMBRE!;01/01/1970
Se7en;1995;David Fincher;#NOMBRE!;01/01/1970
The Elephant Man;1980;David Lynch;#NOMBRE!;01/01/1970
Reservoir Dogs;1992;Quentin Tarantino;#NOMBRE!;01/01/1970
Oldeuboi;2003;Park Chan-Wook;#NOMBRE!;01/01/1970
A Clockwork Orange;1971;Stanley Kubrick;#NOMBRE!;01/01/1970
Carlito's Way;1993;Brian De Palma;#NOMBRE!;01/01/1970
North by Northwest;1959;Alfred Hitchcock;#NOMBRE!;01/01/1970
Citizen Kane;1941;Orson Welles;#NOMBRE!;01/01/1970
Monty Python and the Holy Grail;1975;Terry Gilliam Terry Jones;#NOMBRE!;01/01/1970
Salinui Chueok;2003;Bong Joon-Ho;#NOMBRE!;01/01/1970
Alien;1979;Ridley Scott;#NOMBRE!;01/01/1970
The Kid;1921;Charlie Chaplin;#NOMBRE!;01/01/1970
Star Wars Episode V: The Empire Strikes Back;1980;Irvin Kershner;#NOMBRE!;01/01/1970
Barry Lyndon;1975;Stanley Kubrick;#NOMBRE!;01/01/1970
Vertigo;1958;Alfred Hitchcock;#NOMBRE!;01/01/1970
Modern Times;1936;Charlie Chaplin;#NOMBRE!;01/01/1970
Hotaru no haka;1988;Isao Takahata;#NOMBRE!;01/01/1970
The Deer Hunter;1978;Michael Cimino;#NOMBRE!;01/01/1970
Mononoke-hime;1997;Hayao Miyazaki;#NOMBRE!;01/01/1970
Sen to Chihiro no Kamikakushi;2001;Hayao Miyazaki;#NOMBRE!;01/01/1970
The Great Dictator;1940;Charlie Chaplin;#NOMBRE!;01/01/1970
Psycho;1960;Alfred Hitchcock;#NOMBRE!;01/01/1970
Le Trou;1960;Jacques Becker;#NOMBRE!;01/01/1970
Pulp Fiction;1994;Quentin Tarantino;#NOMBRE!;01/01/1970
The Godfather;1972;Francis Ford Coppola;#NOMBRE!;01/01/1970
Ratatouille;2007;Brad Bird Jan Pinkava;#NOMBRE!;01/01/1970
Sunshine;2007;Danny Boyle;#NOMBRE!;01/01/1970
Eastern Promises;2007;David Cronenberg;#NOMBRE!;01/01/1970
Zodiac;2007;David Fincher;#NOMBRE!;01/01/1970
Hot Fuzz;2007;Edgar Wright;#NOMBRE!;01/01/1970
Le Pacte des loups;2001;Christophe Gans;#NOMBRE!;01/01/1970
The Matrix Revolutions;2003;Lilly Wachowski Lana Wachowski;#NOMBRE!;01/01/1970
The Matrix Reloaded;2003;Lilly Wachowski Lana Wachowski;#NOMBRE!;01/01/1970
Astérix & Obélix - Mission Cléopâtre;2002;Alain Chabat;#NOMBRE!;01/01/1970
Dobermann;1997;Jan Kounen;#NOMBRE!;01/01/1970
Bram Stoker's Dracula;1992;Francis Ford Coppola;#NOMBRE!;01/01/1970
Deconstructing Harry;1997;Woody Allen;#NOMBRE!;01/01/1970
L'Homme qui aimait les femmes;1977;François Truffaut;#NOMBRE!;01/01/1970
Casablanca;1942;Michael Curtiz;#NOMBRE!;01/01/1970
Pi;1998;Darren Aronofsky;#NOMBRE!;01/01/1970
Ridicule;1996;Patrice Leconte;#NOMBRE!;01/01/1970
Crna ma?ka beli ma?or;1998;Emir Kusturica;#NOMBRE!;01/01/1970
Eyes Wide Shut;1999;Stanley Kubrick;#NOMBRE!;01/01/1970
Kingsman: The Secret Service;2015;Matthew Vaughn;7;13/06/2015
It Follows;2014;David Robert Mitchell;7;07/06/2015
Chappie;2015;Neill Blomkamp;7;06/06/2015
Fastlife;2014;Thomas Ngijol;6;02/06/2015
Project Almanac;2014;Dean Israelite;6;27/05/2015
Connasse princesse des cœurs;2015;Noémie Saglio Eloïse Lang;5;23/05/2015
Mad Max;1979;George Miller;7;22/05/2015
Mad Max - Fury Road;2015;George Miller;8;01/01/1970
Avengers: Age of Ultron;2015;Joss Whedon;6;17/05/2015
Whiplash;2014;Damien Chazelle;7;02/05/2015
Autómata;2014;Gabe Ibáñez;6;02/05/2015
Les Profs;2013;Pierre-François Martin-Laval;5;27/04/2015
Dallas Buyers Club;2013;Jean-Marc Vallée;7;14/04/2015
The Judge;2014;David Dobkin;6;06/04/2015
Les Yeux jaunes des crocodiles;2014;Cécile Telerman;6;20/03/2015
The Andromeda Strain;1971;Robert Wise;6;18/03/2015
Big Hero 6;2014;Chris Williams Don Hall;6;15/03/2015
The Imitation Game;2014;Morten Tyldum;7;21/03/2015
The Haunted Palace;1963;Roger Corman;6;28/02/2015
Killer Joe;2011;William Friedkin;7;28/02/2015
The Captive;2014;Atom Egoyan;6;23/02/2015
The Frozen Ground;2013;Scott Walker;6;24/02/2015
American Sniper;2014;Clint Eastwood;7;24/02/2015
2001: A Space Odyssey;1968;Stanley Kubrick;9;01/01/1970
Lolita;1962;Stanley Kubrick;9;01/01/1970
Fight Club;1999;David Fincher;9;01/01/1970
Romeo + Juliet;1996;Baz Luhrmann;7;01/01/1970
The Social Network;2010;David Fincher;9;01/01/1970
Gattaca;1997;Andrew Niccol;8;01/01/1970
