Title,Year,Directors,Rating10,WatchedDate
"The Wedding Planner",2001,Adam Shankman,NaN,1970-01-01
"Sahara",2005,Breck Eisner,NaN,1970-01-01
"Ghosts of Girlfriends Past",2009,Mark Waters,NaN,1970-01-01
"Tropic Thunder",2008,Ben Stiller,NaN,1970-01-01
"Magic Mike",2012,Steven Soderbergh,NaN,1970-01-01
"EdTV",1999,Ron Howard,NaN,1970-01-01
"Reign of Fire",2002,Rob Bowman,NaN,1970-01-01
"U-571",2000,Jonathan Mostow,NaN,1970-01-01
"Frailty",2002,Bill Paxton,NaN,1970-01-01
"The Lincoln Lawyer",2011,Brad Furman,NaN,1970-01-01
"Mud",2013,Jeff Nichols,NaN,1970-01-01
"White Fang",1991,Randal Kleiser,NaN,1970-01-01
"L'Ours",1988,Jean-Jacques Annaud,NaN,1970-01-01
"The Emerald Forest",1985,John Boorman,NaN,1970-01-01
"The Mission",1986,Roland Joffé,NaN,1970-01-01
"The Illusionist",2007,Neil Burger,NaN,1970-01-01
"eXistenZ",1999,David Cronenberg,NaN,1970-01-01
"Vanilla Sky",2001,Cameron Crowe,NaN,1970-01-01
"Orphan",2009,Jaume Collet-Serra,NaN,1970-01-01
"Primal Fear",1996,Gregory Hoblit,NaN,1970-01-01
"Lucky Number Slevin",2006,Paul McGuigan,NaN,1970-01-01
"Angel Heart",1987,Alan Parker,NaN,1970-01-01
"The Village",2004,M. Night Shyamalan,NaN,1970-01-01
"Identity",2003,James Mangold,NaN,1970-01-01
"The Others",2001,Alejandro Amenábar,NaN,1970-01-01
"The Sixth Sense",1999,M. Night Shyamalan,NaN,1970-01-01
"Iron Sky",2012,Timo Vuorensola,NaN,1970-01-01
"Déjà Vu",2006,Tony Scott,NaN,1970-01-01
"Frequency",2000,Gregory Hoblit,NaN,1970-01-01
"Source Code",2011,Duncan Jones,NaN,1970-01-01
"The Time Machine",2002,Simon Wells,NaN,1970-01-01
"The Final Countdown",1980,Don Taylor,NaN,1970-01-01
"The Butterfly Effect",2004,Eric Bress J. Mackye Gruber,NaN,1970-01-01
"Home Alone 2",1992,Chris Columbus,NaN,1970-01-01
"Short Circuit 2",1988,Kenneth Johnson,NaN,1970-01-01
"Beethoven",1992,Brian Levant,NaN,1970-01-01
"Génial mes parents divorcent !",1991,Patrick Braoudé,NaN,1970-01-01
"Honey I Shrunk the Kids",1989,Joe Johnston,NaN,1970-01-01
"Mary Poppins",1964,Robert Stevenson,NaN,1970-01-01
"Matilda",1996,Danny DeVito,NaN,1970-01-01
"3 ninjas",1992,Jon Turteltaub,NaN,1970-01-01
"Teenage Mutant Ninja Turtles",1990,Steve Barron,NaN,1970-01-01
"Tarzan",1999,Chris Buck Kevin Lima,NaN,1970-01-01
"Wallace and Gromit: The Wrong Trousers",1993,Nick Park,NaN,1970-01-01
"Gremlins",1984,Joe Dante,NaN,1970-01-01
"Ice Age",2002,Chris Wedge Carlos Saldanha,NaN,1970-01-01
"Shrek",2001,Andrew Adamson Vicky Jenson,NaN,1970-01-01
"Guo chan ling ling qi",1994,Stephen Chow Lee Lik-Chi,NaN,1970-01-01
"Gōngfu",2004,Stephen Chow Wellson Chin,NaN,1970-01-01
"Hei kek ji wong",1999,Lee Lik-Chi Stephen Chow,NaN,1970-01-01
"Xing yuan",1999,Jingle Ma,NaN,1970-01-01
"Mou han fou wut",2002,Jeffrey Lau,NaN,1970-01-01
"Siu Lam Juk Kau",2001,Stephen Chow Lee Lik-Chi,NaN,1970-01-01
"Wong gok hak yau",2004,Derek Yee,NaN,1970-01-01
"Wu ji",2005,Chén Kǎi-Gē,NaN,1970-01-01
"Failan",2001,Song Hae-Sung,NaN,1970-01-01
"Million Dollar Baby",2004,Clint Eastwood,NaN,1970-01-01
"Christine",1983,John Carpenter,NaN,1970-01-01
"In the Mouth of Madness",1995,John Carpenter,NaN,1970-01-01
"Vampires",1998,John Carpenter,NaN,1970-01-01
"Ghosts of Mars",2001,John Carpenter,NaN,1970-01-01
"Training Day",2001,Antoine Fuqua,NaN,1970-01-01
"La Haine",1995,Mathieu Kassovitz,NaN,1970-01-01
"Assault on Precinct 13",1976,John Carpenter,NaN,1970-01-01
"Edward Scissorhands",1990,Tim Burton,NaN,1970-01-01
"Ed Wood",1994,Tim Burton,NaN,1970-01-01
"Sleepy Hollow",1999,Tim Burton,NaN,1970-01-01
"Planet of the Apes",2001,Tim Burton,NaN,1970-01-01
"Big Fish",2003,Tim Burton,NaN,1970-01-01
"Charlie and the Chocolate Factory",2005,Tim Burton,NaN,1970-01-01
"Corpse Bride",2005,Mike Johnson Tim Burton,NaN,1970-01-01
"Alice in Wonderland",2010,Tim Burton,NaN,1970-01-01
"Dark Shadows",2012,Tim Burton,NaN,1970-01-01
"X-Men",2000,Bryan Singer,NaN,1970-01-01
"Ravenous",1999,Antonia Bird,NaN,1970-01-01
"Harry un ami qui vous veut du bien",2000,Dominik Moll,NaN,1970-01-01
"Casino Royale",2006,Martin Campbell,NaN,1970-01-01
"Collateral",2004,Michael Mann,NaN,1970-01-01
"Red Dragon",2002,Brett Ratner,NaN,1970-01-01
"Conan the Barbarian",1982,John Milius,NaN,1970-01-01
"El Laberinto del Fauno",2006,Guillermo del Toro,NaN,1970-01-01
"The Devil's Advocate",1997,Taylor Hackford,NaN,1970-01-01
"American Psycho",2000,Mary Harron,NaN,1970-01-01
"Batman Returns",1992,Tim Burton,NaN,1970-01-01
"Skyfall",2012,Sam Mendes,NaN,1970-01-01
"Saw",2004,James Wan,NaN,1970-01-01
"Batman",1989,Tim Burton,NaN,1970-01-01
"Halloween",1978,John Carpenter,NaN,1970-01-01
"C'est arrivé près de chez vous",1992,Rémy Belvaux André Bonzel Benoît Poelvoorde,NaN,1970-01-01
"Clerks",1994,Kevin Smith,NaN,1970-01-01
"The Evil Dead",1981,Sam Raimi,NaN,1970-01-01
"The Blair Witch Project",1999,Daniel Myrick Eduardo Sánchez,NaN,1970-01-01
"Ôdishon",2000,Takashi Miike,NaN,1970-01-01
"Gôruden suranbâ",2010,Yoshihiro Nakamura,NaN,1970-01-01
"The Grey",2012,Joe Carnahan,NaN,1970-01-01
"Predator 2",1990,Stephen Hopkins,NaN,1970-01-01
"La Soupe aux choux",1981,Jean Girault,NaN,1970-01-01
"K-Pax",2001,Iain Softley,NaN,1970-01-01
"The Faculty",1998,Robert Rodriguez,NaN,1970-01-01
"The World's End",2013,Edgar Wright,NaN,1970-01-01
"Monsters",2010,Gareth Edwards,NaN,1970-01-01
"Super 8",2011,J.J. Abrams,NaN,1970-01-01
"Independence Day",1996,Roland Emmerich,NaN,1970-01-01
"Signs",2002,M. Night Shyamalan,NaN,1970-01-01
"Men in Black",1997,Barry Sonnenfeld,NaN,1970-01-01
"Mars Attacks!",1996,Tim Burton,NaN,1970-01-01
"Screamers",1995,Christian Duguay,NaN,1970-01-01
"Stargate",1994,Roland Emmerich,NaN,1970-01-01
"Galaxy Quest",1999,Dean Parisot,NaN,1970-01-01
"Pitch Black",2000,David Twohy,NaN,1970-01-01
"The Hobbit: The Desolation of Smaug",2013,Peter Jackson,NaN,1970-01-01
"Hannibal",2001,Ridley Scott,NaN,1970-01-01
"Matchstick Men",2003,Ridley Scott,NaN,1970-01-01
"1492: Conquest of Paradise",1992,Ridley Scott,NaN,1970-01-01
"Black Rain",1989,Ridley Scott,NaN,1970-01-01
"Legend",1985,Ridley Scott,NaN,1970-01-01
"Mao xian wang",1996,Ching Siu-Tung,NaN,1970-01-01
"Leung go zek nang wut yat go",1997,Patrick Yau,NaN,1970-01-01
"Ritânâ",2002,Takashi Yamazaki,NaN,1970-01-01
"Jing ke ci qin wang",1998,Chén Kǎi-Gē,NaN,1970-01-01
"Suzhou He",2022,Lou Ye,NaN,1970-01-01
"Hua pi",2008,Gordon Chan Andy Chin Danny Ko,NaN,1970-01-01
"Su Qi-er",2010,Yuen Woo-Ping,NaN,1970-01-01
"Rúguǒ·ài",2005,Peter Chan Ho-Sun Samson Chiu,NaN,1970-01-01
"Wo de fu qin mu qin",1999,Zhāng Yì-Móu,NaN,1970-01-01
"Wo hu cang long",2000,Ang Lee,NaN,1970-01-01
"Musa",2001,Kim Sung-Su,NaN,1970-01-01
"Ye Yan",2006,Féng Xiǎo-Gāng,NaN,1970-01-01
"TMNT",2007,Kevin Munroe,NaN,1970-01-01
"Amadeus",1984,Miloš Forman,NaN,1970-01-01
"Memoirs of a Geisha",2005,Rob Marshall,NaN,1970-01-01
"Die unendliche Geschichte",1984,Wolfgang Petersen,NaN,1970-01-01
"It",1990,Tommy Lee Wallace,NaN,1970-01-01
"Spawn",1997,Mark A.Z. Dippé,NaN,1970-01-01
"Knights of the Round Table",1953,Richard Thorpe,NaN,1970-01-01
"Excalibur",1981,John Boorman,NaN,1970-01-01
"Monty Python's Life of Brian",1979,Terry Jones,NaN,1970-01-01
"The Thing",2011,Matthijs van Heijningen Jr.,NaN,1970-01-01
"Psycho",1998,Gus Van Sant,NaN,1970-01-01
"Jûsan-nin no shikaku",2010,Takashi Miike,NaN,1970-01-01
"Piranha 3D",2010,Alexandre Aja,NaN,1970-01-01
"Ocean's Eleven",2001,Steven Soderbergh,NaN,1970-01-01
"RoboCop",2014,José Padilha,NaN,1970-01-01
"Cheng miu ying hung",1994,Gordon Chan,NaN,1970-01-01
"The Talented Mr. Ripley",1999,Anthony Minghella,NaN,1970-01-01
"The Texas Chainsaw Massacre",2003,Marcus Nispel,NaN,1970-01-01
"The Ring",2002,Gore Verbinski,NaN,1970-01-01
"Evil Dead",2013,Fede Alvarez,NaN,1970-01-01
"Cape Fear",1991,Martin Scorsese,NaN,1970-01-01
"Scarface",1983,Brian De Palma,NaN,1970-01-01
"King Kong",2005,Peter Jackson,NaN,1970-01-01
"The Hills Have Eyes",2006,Alexandre Aja,NaN,1970-01-01
"Conan the Destroyer",1984,Richard Fleischer,NaN,1970-01-01
"Zoolander",2001,Ben Stiller,NaN,1970-01-01
"Silent Hill",2006,Christophe Gans,NaN,1970-01-01
"X-Men: First Class",2011,Matthew Vaughn,NaN,1970-01-01
"Unbreakable",2000,M. Night Shyamalan,NaN,1970-01-01
"Watchmen",2009,Zack Snyder,NaN,1970-01-01
"Les Couloirs du temps - Les Visiteurs II",1998,Jean-Marie Poiré,NaN,1970-01-01
"Austin Powers in Goldmember",2002,Jay Roach,NaN,1970-01-01
"Clerks II",2006,Kevin Smith,NaN,1970-01-01
"Pirates of the Caribbean: On Stranger Tides",2011,Rob Marshall,NaN,1970-01-01
"The Dark Crystal",1982,Jim Henson Frank Oz,NaN,1970-01-01
"The Avengers",2012,Joss Whedon,NaN,1970-01-01
"Lethal Weapon 4",1998,Richard Donner,NaN,1970-01-01
"Spider-Man 3",2007,Sam Raimi,NaN,1970-01-01
"Scott Pilgrim Vs. The World",2010,Edgar Wright,NaN,1970-01-01
"I Am Number Four",2011,D.J. Caruso,NaN,1970-01-01
"Big Trouble in Little China",1986,John Carpenter,NaN,1970-01-01
"Sherlock Holmes: A Game of Shadows",2011,Guy Ritchie,NaN,1970-01-01
"The Hitchhiker's Guide to the Galaxy",2005,Garth Jennings,NaN,1970-01-01
"Scream 4",2011,Wes Craven,NaN,1970-01-01
"The Chronicles of Riddick",2004,David Twohy,NaN,1970-01-01
"Terminator: Salvation",2009,McG,NaN,1970-01-01
"Kill Bill: Vol. 2",2004,Quentin Tarantino,NaN,1970-01-01
"John Carter",2012,Andrew Stanton,NaN,1970-01-01
"Jurassic Park III",2001,Joe Johnston,NaN,1970-01-01
"Army of Darkness",1992,Sam Raimi,NaN,1970-01-01
"Gremlins 2: The New Batch",1990,Joe Dante,NaN,1970-01-01
"Hellboy II: The Golden Army",2008,Guillermo del Toro,NaN,1970-01-01
"Pacific Rim",2013,Guillermo del Toro,NaN,1970-01-01
"V for Vendetta",2006,James McTeigue,NaN,1970-01-01
"Rise of the Planet of the Apes",2011,Rupert Wyatt,NaN,1970-01-01
"Eternal Sunshine of the Spotless Mind",2004,Michel Gondry,NaN,1970-01-01
"Avalon",2001,Mamoru Oshii,NaN,1970-01-01
"Prometheus",2012,Ridley Scott,NaN,1970-01-01
"Equilibrium",2002,Kurt Wimmer,NaN,1970-01-01
"Videodrome",1983,David Cronenberg,NaN,1970-01-01
"Alien: Resurrection",1997,Jean-Pierre Jeunet,NaN,1970-01-01
"Star Trek Into Darkness",2013,J.J. Abrams,NaN,1970-01-01
"Star Trek",2009,J.J. Abrams,NaN,1970-01-01
"Gravity",2013,Alfonso Cuarón,NaN,1970-01-01
"Dune",1984,David Lynch,NaN,1970-01-01
"District 9",2009,Neill Blomkamp,NaN,1970-01-01
"Mad Max Beyond Thunderdome",1985,George Miller George Ogilvie,NaN,1970-01-01
"Escape from New York",1981,John Carpenter,NaN,1970-01-01
"28 Weeks Later",2007,Juan Carlos Fresnadillo,NaN,1970-01-01
"Dawn of the Dead",2004,Zack Snyder,NaN,1970-01-01
"The Book of Eli",2010,Albert Hughes Allen Hughes,NaN,1970-01-01
"I Am Legend",2007,Francis Lawrence,NaN,1970-01-01
"Mad Max 2: The Road Warrior",1981,George Miller,NaN,1970-01-01
"Dawn of the Dead",1978,George A. Romero,NaN,1970-01-01
"The Texas Chain Saw Massacre",1974,Tobe Hooper,NaN,1970-01-01
"The Ides of March",2011,George Clooney,NaN,1970-01-01
"La Conquête",2011,Xavier Durringer,NaN,1970-01-01
"Dancer in the Dark",2000,Lars von Trier,NaN,1970-01-01
"Nuovo Cinema Paradiso",1988,Giuseppe Tornatore,NaN,1970-01-01
"Children of Men",2006,Alfonso Cuarón,NaN,1970-01-01
"Melancholia",2011,Lars von Trier,NaN,1970-01-01
"The Truman Show",1998,Peter Weir,NaN,1970-01-01
"The Usual Suspects",1995,Bryan Singer,NaN,1970-01-01
"Un air de famille",1996,Cédric Klapisch,NaN,1970-01-01
"American Beauty",1999,Sam Mendes,NaN,1970-01-01
"Tron: Legacy",2010,Joseph Kosinski,NaN,1970-01-01
"Short Circuit",1986,John Badham,NaN,1970-01-01
"Tron",1982,Steven Lisberger,NaN,1970-01-01
"I Robot",2004,Alex Proyas,NaN,1970-01-01
"WarGames",1983,John Badham,NaN,1970-01-01
"Bicentennial Man",1999,Chris Columbus,NaN,1970-01-01
"Dikkenek",2006,Olivier Van Hoofstadt,NaN,1970-01-01
"Taxi 4",2007,Gérard Krawczyk,NaN,1970-01-01
"JCVD",2008,Mabrouk el Mechri,NaN,1970-01-01
"La Personne aux deux personnes",2008,Nicolas Charlet Bruno Lavaine,NaN,1970-01-01
"Incognito",2009,Éric Lavaine,NaN,1970-01-01
"Le Petit Nicolas",2009,Laurent Tirard,NaN,1970-01-01
"L'Arnacœur",2010,Pascal Chaumeil,NaN,1970-01-01
"Une pure affaire",2011,Alexandre Coffre,NaN,1970-01-01
"Subway",1985,Luc Besson,NaN,1970-01-01
"Le Grand Bleu",1988,Luc Besson,NaN,1970-01-01
"Nikita",1990,Luc Besson,NaN,1970-01-01
"Léon: The Professional",1994,Luc Besson,NaN,1970-01-01
"Angel-A",2005,Luc Besson,NaN,1970-01-01
"Les Aventures extraordinaires d'Adèle Blanc-Sec",2010,Luc Besson,NaN,1970-01-01
"The Lady",2011,Luc Besson,NaN,1970-01-01
"The Family",2013,Luc Besson,NaN,1970-01-01
"Lucy",2014,Luc Besson,NaN,1970-01-01
"The Birds",1963,Alfred Hitchcock,NaN,1970-01-01
"Wassup Rockers",2006,Larry Clark,NaN,1970-01-01
"Donnie Darko",2001,Richard Kelly,NaN,1970-01-01
"Dead Poets Society",1989,Peter Weir,NaN,1970-01-01
"Superbad",2007,Greg Mottola,NaN,1970-01-01
"La Vie d'Adèle - Chapitres 1 et 2",2013,Abdellatif Kechiche,NaN,1970-01-01
"Bully",2001,Larry Clark,NaN,1970-01-01
"Le Péril jeune",1994,Cédric Klapisch,NaN,1970-01-01
"Juno",2007,Jason Reitman,NaN,1970-01-01
"Ghost World",2001,Terry Zwigoff,NaN,1970-01-01
"Thirteen",2003,Catherine Hardwicke,NaN,1970-01-01
"Rebel Without a Cause",1955,Nicholas Ray,NaN,1970-01-01
"Zombieland",2009,Ruben Fleischer,NaN,1970-01-01
"Hot Shots!",1991,Jim Abrahams,NaN,1970-01-01
"Hot Shots! Part Deux",1993,Jim Abrahams,NaN,1970-01-01
"Kick-Ass",2010,Matthew Vaughn,NaN,1970-01-01
"Shaun of the Dead",2004,Edgar Wright,NaN,1970-01-01
"Augustin roi du kung-fu",1999,Anne Fontaine,NaN,1970-01-01
"Am faa",1998,Patrick Yau Johnnie To,NaN,1970-01-01
"Hai shang hua",1998,Hou Hsiao-Hsien,NaN,1970-01-01
"Boh lei chun",1999,Vincent Kok,NaN,1970-01-01
"Dong jing gong lüe",2000,Jingle Ma,NaN,1970-01-01
"Tian xia wu shuang",2002,Jeffrey Lau,NaN,1970-01-01
"Dung che sai duk",1994,Wong Kar-Wai,NaN,1970-01-01
"Splash",1984,Ron Howard,NaN,1970-01-01
"Turner & Hooch",1989,Roger Spottiswoode,NaN,1970-01-01
"Sleepless in Seattle",1993,Nora Ephron,NaN,1970-01-01
"Philadelphia",1993,Jonathan Demme,NaN,1970-01-01
"That Thing You Do !",1997,Tom Hanks,NaN,1970-01-01
"You've Got Mail",1998,Nora Ephron,NaN,1970-01-01
"Toy Story 2",1999,John Lasseter Ash Brannon Lee Unkrich,NaN,1970-01-01
"Road to Perdition",2002,Sam Mendes,NaN,1970-01-01
"The Ladykillers",2004,Ethan Coen Joel Coen,NaN,1970-01-01
"The Da Vinci Code",2006,Ron Howard,NaN,1970-01-01
"Who Killed The Electric Car?",2006,Chris Paine,NaN,1970-01-01
"The Simpsons Movie",2007,David Silverman,NaN,1970-01-01
"Angels & Demons",2009,Ron Howard,NaN,1970-01-01
"Romancing the Stone",1984,Robert Zemeckis,NaN,1970-01-01
"Death Becomes Her",1992,Robert Zemeckis,NaN,1970-01-01
"Contact",1997,Robert Zemeckis,NaN,1970-01-01
"Close Encounters of the Third Kind",1977,Steven Spielberg,NaN,1970-01-01
"A.I. Artificial Intelligence",2001,Steven Spielberg,NaN,1970-01-01
"Minority Report",2002,Steven Spielberg,NaN,1970-01-01
"The Terminal",2004,Steven Spielberg,NaN,1970-01-01
"Munich",2005,Steven Spielberg,NaN,1970-01-01
"The Adventures of Tintin: The Secret of the Unicorn",2011,Steven Spielberg,NaN,1970-01-01
"The Abyss",1989,James Cameron,NaN,1970-01-01
"True Lies",1994,James Cameron,NaN,1970-01-01
"Avatar",2009,James Cameron,NaN,1970-01-01
"Grease",1978,Randal Kleiser,NaN,1970-01-01
"La Tour Montparnasse infernale",2001,Charles Nemes,NaN,1970-01-01
"GoldenEye",1995,Martin Campbell,NaN,1970-01-01
"Commando",1985,Mark L. Lester,NaN,1970-01-01
"Ghostbusters II",1989,Ivan Reitman,NaN,1970-01-01
"Forrest Gump",1994,Robert Zemeckis,NaN,1970-01-01
"RRRrrrr !!!",2004,Alain Chabat,NaN,1970-01-01
"Les Bronzés",1978,Patrice Leconte,NaN,1970-01-01
"Les Aventures de Rabbi Jacob",1973,Gérard Oury,NaN,1970-01-01
"Lethal Weapon",1987,Richard Donner,NaN,1970-01-01
"Le Gendarme de Saint-Tropez",1964,Jean Girault,NaN,1970-01-01
"E.T. the Extra-Terrestrial",1982,Steven Spielberg,NaN,1970-01-01
"Les Trois Frères",1995,Didier Bourdon Bernard Campan,NaN,1970-01-01
"Predator",1987,John McTiernan,NaN,1970-01-01
"Kill Bill: Vol. 1",2003,Quentin Tarantino,NaN,1970-01-01
"The Terminator",1984,James Cameron,NaN,1970-01-01
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,Gore Verbinski,NaN,1970-01-01
"La Folie des grandeurs",1971,Gérard Oury,NaN,1970-01-01
"Star Wars: Episode II - Attack of the Clones",2002,George Lucas,NaN,1970-01-01
"Jaws",1975,Steven Spielberg,NaN,1970-01-01
"Beauty and the Beast",1991,Gary Trousdale Kirk Wise,NaN,1970-01-01
"The Blues Brothers",1980,John Landis,NaN,1970-01-01
"Harry Potter and the Goblet of Fire",2005,Mike Newell,NaN,1970-01-01
"Willow",1988,Ron Howard,NaN,1970-01-01
"Harry Potter and the Prisoner of Azkaban",2004,Alfonso Cuarón,NaN,1970-01-01
"Who Framed Roger Rabbit",1988,Robert Zemeckis,NaN,1970-01-01
"Wayne's World",1992,Penelope Spheeris,NaN,1970-01-01
"Aliens",1986,James Cameron,NaN,1970-01-01
"Star Wars: Episode III - Revenge of the Sith",2005,George Lucas,NaN,1970-01-01
"Harry Potter and the Chamber of Secrets",2002,Chris Columbus,NaN,1970-01-01
"Star Wars: Episode I - The Phantom Menace",1999,George Lucas,NaN,1970-01-01
"Jumanji",1995,Joe Johnston,NaN,1970-01-01
"Last Action Hero",1993,John McTiernan,NaN,1970-01-01
"Les Bronzés font du ski",1979,Patrice Leconte,NaN,1970-01-01
"Les Visiteurs",1993,Jean-Marie Poiré,NaN,1970-01-01
"Home Alone",1990,Chris Columbus,NaN,1970-01-01
"Les Douze Travaux d'Astérix",1976,René Goscinny Albert Uderzo,NaN,1970-01-01
"Back to the Future Part III",1990,Robert Zemeckis,NaN,1970-01-01
"Le père Noël est une ordure",1982,Jean-Marie Poiré,NaN,1970-01-01
"The Fifth Element",1997,Luc Besson,NaN,1970-01-01
"Hook",1991,Steven Spielberg,NaN,1970-01-01
"Terminator 2: Judgment Day",1991,James Cameron,NaN,1970-01-01
"Raiders of the Lost Ark",1981,Steven Spielberg,NaN,1970-01-01
"Star Wars Episode VI: Return of the Jedi",1983,Richard Marquand,NaN,1970-01-01
"Harry Potter and the Sorcerer's Stone",2001,Chris Columbus,NaN,1970-01-01
"La Cité de la peur",1994,Alain Berbérian,NaN,1970-01-01
"The Incredibles",2004,Brad Bird,NaN,1970-01-01
"Finding Nemo",2003,Andrew Stanton Lee Unkrich,NaN,1970-01-01
"Wall-E",2008,Andrew Stanton,NaN,1970-01-01
"Toy Story 3",2010,Lee Unkrich,NaN,1970-01-01
"Drive",2011,Nicolas Winding Refn,NaN,1970-01-01
"Bound",1996,Lilly Wachowski Lana Wachowski,NaN,1970-01-01
"The Matrix",1999,Lilly Wachowski Lana Wachowski,NaN,1970-01-01
"Speed Racer",2008,Lilly Wachowski Lana Wachowski,NaN,1970-01-01
"Batman Begins",2005,Christopher Nolan,NaN,1970-01-01
"The Prestige",2006,Christopher Nolan,NaN,1970-01-01
"The Dark Knight Rises",2012,Christopher Nolan,NaN,1970-01-01
"The Man in the Iron Mask",1998,Randall Wallace,NaN,1970-01-01
"Body of Lies",2008,Ridley Scott,NaN,1970-01-01
"Revolutionary Road",2008,Sam Mendes,NaN,1970-01-01
"The Great Gatsby",2013,Baz Luhrmann,NaN,1970-01-01
"Titanic",1997,James Cameron,NaN,1970-01-01
"Gangs of New York",2002,Martin Scorsese,NaN,1970-01-01
"Inception",2010,Christopher Nolan,NaN,1970-01-01
"The Aviator",2004,Martin Scorsese,NaN,1970-01-01
"Django Unchained",2012,Quentin Tarantino,NaN,1970-01-01
"Catch Me if You Can",2002,Steven Spielberg,NaN,1970-01-01
"Shutter Island",2010,Martin Scorsese,NaN,1970-01-01
"The Departed",2006,Martin Scorsese,NaN,1970-01-01
"The Wolf of Wall Street",2013,Martin Scorsese,NaN,1970-01-01
"A Dangerous Method",2011,David Cronenberg,NaN,1970-01-01
"Bringing Out the Dead",1999,Martin Scorsese,NaN,1970-01-01
"La Maladie de Sachs",1999,Michel Deville,NaN,1970-01-01
"The Rules of Attraction",2002,Roger Avary,NaN,1970-01-01
"Elephant",2003,Gus Van Sant,NaN,1970-01-01
"Crash",2005,Paul Haggis,NaN,1970-01-01
"Babel",2006,Alejandro González Iñárritu,NaN,1970-01-01
"Cloud Atlas",2012,Lilly Wachowski Lana Wachowski Tom Tykwer,NaN,1970-01-01
"Sin City",2005,Robert Rodriguez Frank Miller Quentin Tarantino,NaN,1970-01-01
"Magnolia",1999,Paul Thomas Anderson,NaN,1970-01-01
"Le Dîner de cons",1998,Francis Veber,NaN,1970-01-01
"The Ninth Gate",1999,Roman Polanski,NaN,1970-01-01
"Carnage",2011,Roman Polanski,NaN,1970-01-01
"Pirates",1986,Roman Polanski,NaN,1970-01-01
"The Ghost Writer",2010,Roman Polanski,NaN,1970-01-01
"Death and the Maiden",1994,Roman Polanski,NaN,1970-01-01
"Rosemary's Baby",1968,Roman Polanski,NaN,1970-01-01
"The Virgin Suicides",1999,Sofia Coppola,NaN,1970-01-01
"Lost in Translation",2003,Sofia Coppola,NaN,1970-01-01
"Marie-Antoinette",2006,Sofia Coppola,NaN,1970-01-01
"Somewhere",2010,Sofia Coppola,NaN,1970-01-01
"J'ai tué ma mère",2009,Xavier Dolan,NaN,1970-01-01
"Les Amours imaginaires",2010,Xavier Dolan,NaN,1970-01-01
"Non-Stop",2014,Jaume Collet-Serra,NaN,1970-01-01
"La Crème de la crème",2014,Kim Chapiron,NaN,1970-01-01
"Babysitting",2014,Nicolas Benamou Philippe Lacheau,NaN,1970-01-01
"Begin Again",2014,John Carney,NaN,1970-01-01
"Astérix - Le Domaine des Dieux",2014,Louis Clichy Alexandre Astier,NaN,1970-01-01
"Wish I Was Here",2014,Zach Braff,NaN,1970-01-01
"Qu'est-ce qu'on a fait au Bon Dieu ?",2014,Philippe de Chauveron,NaN,1970-01-01
"The Amazing Spider-Man 2",2014,Marc Webb,NaN,1970-01-01
"Divergent",2014,Neil Burger,NaN,1970-01-01
"Tom à la ferme",2014,Xavier Dolan,NaN,1970-01-01
"Godzilla",2014,Gareth Edwards,NaN,1970-01-01
"American Hustle",2013,David O. Russell,NaN,1970-01-01
"Captain America: The Winter Soldier",2014,Anthony Russo Joe Russo,NaN,1970-01-01
"Dawn of the Planet of the Apes",2014,Matt Reeves,NaN,1970-01-01
"X-Men: Days of Future Past",2014,Bryan Singer,NaN,1970-01-01
"The Secret Life of Walter Mitty",2013,Ben Stiller,NaN,1970-01-01
"The LEGO Movie",2014,Phil Lord Christopher Miller,NaN,1970-01-01
"Guardians of the Galaxy",2014,James Gunn,NaN,1970-01-01
"Interstellar",2014,Christopher Nolan,NaN,1970-01-01
"Her",2013,Spike Jonze,NaN,1970-01-01
"Sur mes lèvres",2001,Jacques Audiard,NaN,1970-01-01
"Gladiator",2000,Ridley Scott,NaN,1970-01-01
"The Way Back",2010,Peter Weir,NaN,1970-01-01
"Moon",2009,Duncan Jones,NaN,1970-01-01
"Duel",1971,Steven Spielberg,NaN,1970-01-01
"The Rock",1996,Michael Bay,NaN,1970-01-01
"Toy Story",1995,John Lasseter,NaN,1970-01-01
"Rollerball",1975,Norman Jewison,NaN,1970-01-01
"Only God Forgives",2013,Nicolas Winding Refn,NaN,1970-01-01
"Mission: Impossible",1996,Brian De Palma,NaN,1970-01-01
"Heat",1995,Michael Mann,NaN,1970-01-01
"Escape from L.A.",1996,John Carpenter,NaN,1970-01-01
"Casino",1995,Martin Scorsese,NaN,1970-01-01
"Time Bandits",1981,Terry Gilliam,NaN,1970-01-01
"Monty Python's The Meaning of Life",1983,Terry Gilliam Terry Jones,NaN,1970-01-01
"Brazil",1985,Terry Gilliam,NaN,1970-01-01
"The Adventures of Baron Münchausen",1988,Terry Gilliam,NaN,1970-01-01
"Twelve Monkeys",1995,Terry Gilliam,NaN,1970-01-01
"Fear and Loathing in Las Vegas",1998,Terry Gilliam,NaN,1970-01-01
"Shallow Grave",1995,Danny Boyle,NaN,1970-01-01
"Trainspotting",1996,Danny Boyle,NaN,1970-01-01
"A Life Less Ordinary",1997,Danny Boyle,NaN,1970-01-01
"The Beach",2000,Danny Boyle,NaN,1970-01-01
"28 Days Later",2002,Danny Boyle,NaN,1970-01-01
"Slumdog Millionaire",2008,Danny Boyle Loveleen Tandan,NaN,1970-01-01
